bucket,raw_name,event_type,description
foul_committed,Veronica,personalfoul,Veronica Burton personal foul (A'ja Wilson draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Kayla Thornton draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Monique Billings draws the foul)
foul_committed,Monique,shootingfoul,Monique Billings shooting foul (A'ja Wilson draws the foul)
rebound,Valkyries,rebound,Valkyries offensive rebound
foul_committed,Veronica,shootingfoul,Veronica Burton shooting foul (Dana Evans draws the foul)
foul_committed,Dana,personalfoul,Dana Evans personal foul (Veronica Burton draws the foul)
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Temi Fágbénlé draws the foul)
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Temi,personalfoul,Temi Fágbénlé personal foul (Loose ball) (A'ja Wilson draws the foul)
foul_committed,Janelle,shootingfoul,Janelle Salaün shooting foul (A'ja Wilson draws the foul)
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Janelle Salaün draws the foul)
foul_committed,Megan,personalfoul,Megan Gustafson personal foul (Tiffany Hayes draws the foul)
foul_committed,Valkyries,technicalfoulnonunsportsmanlike,Valkyries technical foul (Defensive three second)
foul_committed,Chelsea,shootingfoul,Chelsea Gray shooting foul (Monique Billings draws the foul)
foul_committed,Janelle,shootingfoul,Janelle Salaün shooting foul (Megan Gustafson draws the foul)
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Janelle,personalfoul,Janelle Salaün personal foul (Loose ball) (Megan Gustafson draws the foul)
foul_committed,Temi,shootingfoul,Temi Fágbénlé shooting foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Valkyries,rebound,Valkyries offensive rebound
foul_committed,Tiffany,shootingfoul,Tiffany Hayes shooting foul (Jewell Loyd draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Janelle Salaün draws the foul)
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Veronica Burton draws the foul)
foul_committed,Veronica,personalfoul,Veronica Burton personal foul (Jackie Young draws the foul)
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Veronica Burton draws the foul)
foul_committed,Megan,personalfoul,Megan Gustafson personal foul (Janelle Salaün draws the foul)
foul_committed,Janelle,shootingfoul,Janelle Salaün shooting foul (Jackie Young draws the foul)
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Veronica,shootingfoul,Veronica Burton shooting foul (Jackie Young draws the foul)
foul_committed,Dana,personalfoul,Dana Evans personal foul (Veronica Burton draws the foul)
foul_committed,Megan,shootingfoul,Megan Gustafson shooting foul (Laeticia Amihere draws the foul)
foul_committed,Kaitlyn,shootingfoul,Kaitlyn Chen shooting foul (Jackie Young draws the foul)
foul_committed,Laeticia,personalfoul,Laeticia Amihere personal foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Valkyries,rebound,Valkyries defensive rebound
foul_committed,Kaitlyn,shootingfoul,Kaitlyn Chen shooting foul (Jewell Loyd draws the foul)
foul_committed,Aaliyah,shootingfoul,Aaliyah Nye shooting foul (Carla Leite draws the foul)
foul_committed,Aaliyah,shootingfoul,Aaliyah Nye shooting foul (Kaitlyn Chen draws the foul)
foul_committed,Megan,shootingfoul,Megan Gustafson shooting foul (Temi Fágbénlé draws the foul)
rebound,Valkyries,rebound,Valkyries offensive rebound
foul_committed,Carla,personalfoul,Carla Leite personal foul (Dana Evans draws the foul)
foul_committed,Kayla,shootingfoul,Kayla Thornton shooting foul (Megan Gustafson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Temi,personalfoul,Temi Fágbénlé personal foul (Jewell Loyd draws the foul)
foul_committed,Jewell,personalfoul,Jewell Loyd personal foul (Cecilia Zandalasini draws the foul)
foul_committed,Jewell,offensivefoul,Jewell Loyd offensive foul (Off the ball) (Veronica Burton draws the foul)
foul_committed,Temi,shootingfoul,Temi Fágbénlé shooting foul (A'ja Wilson draws the foul)
foul_committed,Megan,shootingfoul,Megan Gustafson shooting foul (Tiffany Hayes draws the foul)
foul_committed,Kayla,personalfoul,Kayla Thornton personal foul (A'ja Wilson draws the foul)
foul_committed,A'ja,technicalfoul,A'ja Wilson technical foul
foul_committed,Janelle,offensivefoul,Janelle Salaün offensive foul (Chelsea Gray draws the foul)
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Veronica Burton draws the foul)
rebound,Aces,rebound,Aces offensive rebound
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Veronica,personalfoul,Veronica Burton personal foul (Jackie Young draws the foul)
foul_committed,Kate,personalfoul,Kate Martin personal foul (Jackie Young draws the foul)
foul_committed,Veronica,personalfoul,Veronica Burton personal foul (Jackie Young draws the foul)
foul_committed,Li,shootingfoul,Li Yueru shooting foul (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Kaila,personalfoul,Kaila Charles personal foul (Loose ball) (Kelsey Mitchell draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (Paige Bueckers draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Away from play) (Paige Bueckers draws the foul)
foul_committed,Aziaha,personalfoul,Aziaha James personal foul (Aari McDonald draws the foul)
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Aliyah Boston draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (Myisha Hines-Allen draws the foul)
foul_committed,Makayla,shootingfoul,Makayla Timpson shooting foul (Myisha Hines-Allen draws the foul)
rebound,Wings,rebound,Wings defensive rebound
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Sophie Cunningham draws the foul)
foul_committed,Sophie,shootingfoul,Sophie Cunningham shooting foul (Aziaha James draws the foul)
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Makayla Timpson draws the foul)
foul_committed,Makayla,personalfoul,Makayla Timpson personal foul (Paige Bueckers draws the foul)
foul_committed,Arike,shootingfoul,Arike Ogunbowale shooting foul (Aari McDonald draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Aliyah Boston draws the foul)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Aziaha James draws the foul)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Paige Bueckers draws the foul)
foul_committed,Li,personalfoul,Li Yueru personal foul (Aliyah Boston draws the foul)
turnover,Fever,turnover,Fever turnover (shot clock violation)
foul_committed,Fever,technicalfoulnonunsportsmanlike,Fever technical foul (Defensive three second)
foul_committed,Sophie,shootingfoul,Sophie Cunningham shooting foul (Paige Bueckers draws the foul)
rebound,Wings,rebound,Wings defensive rebound
foul_committed,Kaila,personalfoul,Kaila Charles personal foul (Kelsey Mitchell draws the foul)
foul_committed,Wings,technicalfoulnonunsportsmanlike,Wings technical foul (Defensive three second)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Natasha Howard draws the foul)
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Paige Bueckers draws the foul)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Kaila Charles draws the foul)
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Arike Ogunbowale draws the foul)
foul_committed,Li,personalfoul,Li Yueru personal foul (Aliyah Boston draws the foul)
rebound,Wings,rebound,Wings offensive rebound
rebound,Wings,rebound,Wings offensive rebound
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Natasha,personalfoul,Natasha Howard personal foul (Paige Bueckers draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (NaLyssa Smith draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Li,shootingfoul,Li Yueru shooting foul (Kelsey Mitchell draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (Arike Ogunbowale draws the foul)
foul_committed,Arike,offensivefoul,Arike Ogunbowale offensive foul (Kelsey Mitchell draws the foul)
foul_committed,Sophie,offensivefoul,Sophie Cunningham offensive foul (Off the ball) (Arike Ogunbowale draws the foul)
foul_committed,Makayla,personalfoul,Makayla Timpson personal foul (NaLyssa Smith draws the foul)
rebound,Wings,rebound,Wings offensive rebound
rebound,Fever,rebound,Fever offensive rebound
rebound,Fever,rebound,Fever offensive rebound
turnover,Fever,turnover,Fever turnover (shot clock violation)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Makayla Timpson draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Aari,offensivefoul,Aari McDonald offensive foul (JJ Quinerly draws the foul)
foul_committed,Makayla,personalfoul,Makayla Timpson personal foul (JJ Quinerly draws the foul)
foul_committed,JJ,personalfoul,JJ Quinerly personal foul (Kelsey Mitchell draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (JJ Quinerly draws the foul)
foul_committed,JJ,personalfoul,JJ Quinerly personal foul (Kelsey Mitchell draws the foul)
foul_committed,NaLyssa,personalfoul,NaLyssa Smith personal foul (Natasha Howard draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Kelsey Mitchell draws the foul)
foul_committed,Natasha,personalfoul,Natasha Howard personal foul (Paige Bueckers draws the foul)
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Natasha Howard draws the foul)
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Paige Bueckers draws the foul)
rebound,Wings,rebound,Wings defensive rebound
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (JJ Quinerly draws the foul)
foul_committed,Arike,personalfoul,Arike Ogunbowale personal foul (Take) (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Satou,personalfoul,Satou Sabally personal foul (Paige Bueckers draws the foul)
foul_committed,Monique,shootingfoul,Monique Akoa Makani shooting foul (Paige Bueckers draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Wings,rebound,Wings defensive rebound
foul_committed,Natasha,personalfoul,Natasha Mack personal foul (Loose ball) (DiJonai Carrington draws the foul)
foul_committed,Paige,personalfoul,Paige Bueckers personal foul (Kitija Laksa draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Paige,personalfoul,Paige Bueckers personal foul (Loose ball) (Lexi Held draws the foul)
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (NaLyssa Smith draws the foul)
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Satou Sabally draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Maddy,personalfoul,Maddy Siegrist personal foul (Kathryn Westbeld draws the foul)
foul_committed,Monique,personalfoul,Monique Akoa Makani personal foul (Paige Bueckers draws the foul)
foul_committed,Arike,shootingfoul,Arike Ogunbowale shooting foul (Sami Whitcomb draws the foul)
turnover,Wings,turnover,Wings turnover (shot clock violation)
foul_committed,DiJonai,personalfoul,DiJonai Carrington personal foul (Satou Sabally draws the foul)
foul_committed,Alyssa,personalfoul,Alyssa Thomas personal foul (NaLyssa Smith draws the foul)
foul_committed,Satou,personalfoul,Satou Sabally personal foul (DiJonai Carrington draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Arike,offensivefoul,Arike Ogunbowale offensive foul (Lexi Held draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Lexi,personalfoul,Lexi Held personal foul (DiJonai Carrington draws the foul)
foul_committed,Murjanatu,personalfoul,Murjanatu Musa personal foul (Paige Bueckers draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,DiJonai,shootingfoul,DiJonai Carrington shooting foul (Satou Sabally draws the foul)
foul_committed,Arike,offensivefoul,Arike Ogunbowale offensive foul (Monique Akoa Makani draws the foul)
foul_committed,Arike,personalfoul,Arike Ogunbowale personal foul (Alyssa Thomas draws the foul)
foul_committed,Monique,personalfoul,Monique Akoa Makani personal foul (Paige Bueckers draws the foul)
foul_committed,Alyssa,personalfoul,Alyssa Thomas personal foul (Arike Ogunbowale draws the foul)
foul_committed,Monique,shootingfoul,Monique Akoa Makani shooting foul (Paige Bueckers draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Myisha,offensivefoul,Myisha Hines-Allen offensive foul (Murjanatu Musa draws the foul)
foul_committed,Murjanatu,shootingfoul,Murjanatu Musa shooting foul (Arike Ogunbowale draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Mack shooting foul (Luisa Geiselsöder draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Lexi,personalfoul,Lexi Held personal foul (DiJonai Carrington draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Satou,personalfoul,Satou Sabally personal foul (Maddy Siegrist draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Kitija,personalfoul,Kitija Laksa personal foul (Arike Ogunbowale draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Wings,rebound,Wings offensive rebound
foul_committed,JJ,shootingfoul,JJ Quinerly shooting foul (Lexi Held draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Kitija,personalfoul,Kitija Laksa personal foul (Paige Bueckers draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Kathryn,personalfoul,Kathryn Westbeld personal foul (Paige Bueckers draws the foul)
foul_committed,Arike,offensivefoul,Arike Ogunbowale offensive foul (Monique Akoa Makani draws the foul)
foul_committed,Kitija,personalfoul,Kitija Laksa personal foul (Paige Bueckers draws the foul)
foul_committed,Sami,shootingfoul,Sami Whitcomb shooting foul (DiJonai Carrington draws the foul)
foul_committed,Alyssa,shootingfoul,Alyssa Thomas shooting foul (DiJonai Carrington draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Sami,shootingfoul,Sami Whitcomb shooting foul (Arike Ogunbowale draws the foul)
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Myisha Hines-Allen draws the foul)
rebound,Wings,rebound,Wings offensive rebound
turnover,Mercury,turnover,Mercury turnover (shot clock violation)
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Skylar Diggins draws the foul)
foul_committed,Shatori,shootingfoul,Shatori Walker-Kimbrough shooting foul (Ezi Magbegor draws the foul)
foul_committed,Skylar,offensivefoul,Skylar Diggins offensive foul (Charge) (Nia Coffey draws the foul)
rebound,Storm,rebound,Storm defensive rebound
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Te-Hina,shootingfoul,Te-Hina Paopao shooting foul (Zia Cooke draws the foul)
foul_committed,Nneka,shootingfoul,Nneka Ogwumike shooting foul (Naz Hillmon draws the foul)
rebound,Dream,rebound,Dream offensive rebound
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Gabby,personalfoul,Gabby Williams personal foul (Brionna Jones draws the foul)
rebound,Storm,rebound,Storm offensive rebound
turnover,Storm,turnover,Storm turnover (shot clock violation)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Allisha,shootingfoul,Allisha Gray shooting foul (Skylar Diggins draws the foul)
foul_committed,Nneka,shootingfoul,Nneka Ogwumike shooting foul (Allisha Gray draws the foul)
foul_committed,Erica,personalfoul,Erica Wheeler personal foul (Allisha Gray draws the foul)
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Li Yueru draws the foul)
foul_committed,Brionna,shootingfoul,Brionna Jones shooting foul (Li Yueru draws the foul)
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Rhyne Howard draws the foul)
foul_committed,Lexie,personalfoul,Lexie Brown personal foul (Nia Coffey draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Allisha,personalfoul,Allisha Gray personal foul (Li Yueru draws the foul)
